date,Optimized,EqualWeight,BTCOnly
2024-01-01,1.0049671415301122,0.9886770340635966,1.0042934483241794
2024-01-02,1.0035776307348756,0.9853499751027617,1.0110517550332176
2024-01-03,1.010077688020088,0.9826484251801456,1.024192005355657
2024-01-04,1.0254614727815496,0.9763415732188779,1.0371435529987154
2024-01-05,1.023060320136544,0.9750818136551521,1.0199974621610293
2024-01-06,1.0206649578352218,0.9782336747933251,1.0085185122330553
2024-01-07,1.0367834296527487,0.9929947193172015,1.0147515834502494
2024-01-08,1.0447400657580066,0.9943815580872172,1.0210079647371613
2024-01-09,1.0398352787496727,0.9964303849577201,1.0273183782164161
2024-01-10,1.0454770094912793,0.9958369435776768,1.0748141606166088
2024-01-11,1.04063208405501,0.980550677477931,1.0821773750772647
2024-01-12,1.0357855508143676,0.9803426918896566,1.0969239764018877
2024-01-13,1.0382917610616709,0.9808150618588299,1.1094815852967521
2024-01-14,1.0184263299153684,1.000142941578274,1.1181540644745183
2024-01-15,1.0008593125396503,0.9986038338889859,1.1139238294269374
2024-01-16,0.995231605439993,1.001012844546213,1.1240690362330459
2024-01-17,0.9851515900206929,1.000734869127558,1.1136445295040638
2024-01-18,0.9882474026143527,0.9913785742233224,1.1104797485534943
2024-01-19,0.9792738782729014,1.0004423346428728,1.1040119118668907
2024-01-20,0.9654435570438435,1.0064604597526028,1.1050965921687668
2024-01-21,0.979593568652289,1.0128295987694023,1.1357916476975485
2024-01-22,0.9773818785331818,1.0054611625216767,1.1103417571801637
2024-01-23,0.9780418869687003,1.0167448041108975,1.1194855573281224
2024-01-24,0.9641072529237059,1.0053422058370465,1.0978206118176745
2024-01-25,0.958858819592895,1.0100621434785848,1.091603453462028
2024-01-26,0.9599224106272488,1.0277621139153876,1.1058678802496174
2024-01-27,0.9488737653326919,1.0196178282559774,1.1067209027511313
2024-01-28,0.9524386652656487,1.0149985701663464,1.0924077506683485
2024-01-29,0.9467179501443169,1.015807738110979,1.0830309108754197
2024-01-30,0.943956433055575,1.0117162623877651,1.0918632153041108
2024-01-31,0.9382765847813148,0.9991656111021682,1.0822936897978208
2024-02-01,0.9556560772715748,0.9997136572351366,1.085104950985106
2024-02-02,0.9555270902231037,0.9912176609891878,1.0856983537343676
2024-02-03,0.9454203757606796,0.994973126440039,1.0772090566381072
2024-02-04,0.9531968829594859,0.9876547072011562,1.104922768517471
2024-02-05,0.9415598393421533,0.999901107288905,1.113327947251337
2024-02-06,0.9435264150717243,0.9936357006145475,1.0862721731845997
2024-02-07,0.9250364098046499,0.9910756060521795,1.0887026547890506
2024-02-08,0.9127502052623936,0.9975256626060877,1.0800567906158889
2024-02-09,0.9145470565968712,0.9877031126634559,1.091104907557417
2024-02-10,0.9213006809681707,0.9895004157467737,1.0807282283528776
2024-02-11,0.9228794981097375,0.9998477621371965,1.0792402414195092
2024-02-12,0.9218122038216604,0.9869898540192037,1.085780272534077
2024-02-13,0.9190365932095603,0.988447707979842,1.097060511462163
2024-02-14,0.9054484350794333,0.9905027523983881,1.0812589379793933
2024-02-15,0.8989306169595135,0.9966979340494556,1.0769187485671752
2024-02-16,0.8947897940137699,0.9868350043050301,1.0707810184455755
2024-02-17,0.904248815804228,0.9764104218453691,1.062386147953149
2024-02-18,0.9073559801185376,0.98048745531947,1.0848932775097864
2024-02-19,0.8913589298369626,0.9828169732916884,1.090165620738618
2024-02-20,0.8942476812383333,0.9847864822917535,1.0736707526735336
2024-02-21,0.8908040918748508,0.9875159023999679,1.0854965310040698
2024-02-22,0.8847740429973242,0.9821436205872969,1.1131396492853418
2024-02-23,0.8901859960281575,0.9839684724834928,1.1269309855016925
2024-02-24,0.8993638093965336,0.9862754650745221,1.1063842843848017
2024-02-25,0.9077394057519697,0.9806390868581973,1.0999552967666073
2024-02-26,0.9001214975937021,0.9952762981613357,1.1166778443155734
2024-02-27,0.897338210525445,0.9990490555651123,1.107194978555312
2024-02-28,0.9003107638729271,0.9895276904949385,1.1130917142620576
2024-02-29,0.9090937016588476,0.994725114303239,1.1234385792195467
2024-03-01,0.9047375588426243,0.9869687916166298,1.110942385795247
2024-03-02,0.9030578323493839,0.9931834151386756,1.1101488349023036
2024-03-03,0.8930669877146019,1.0023889984500607,1.0669693649680887
2024-03-04,0.8823840612500821,0.9958078550329548,1.0538534821942214
2024-03-05,0.8895536596004295,1.0034825551677766,1.050659444284177
2024-03-06,0.9016181424075472,1.0067963028420708,1.034927502069573
2024-03-07,0.9009688860870092,1.0134174798804405,1.0552006303071102
2024-03-08,0.9100104052586637,1.028795425195129,1.0370915973056822
2024-03-09,0.913301330715761,1.026775791826001,1.0316152000305527
2024-03-10,0.9074094434122422,1.0205844474501125,1.0332336876320218
2024-03-11,0.9106887812647023,1.0133218507088464,1.0511037530161895
2024-03-12,0.9246955077272566,1.0067084236065384,1.0329928718651662
2024-03-13,0.9243642259530103,1.0060874720838053,1.0474113502426223
2024-03-14,0.9388272321709984,1.0088333019073228,1.047539968933738
2024-03-15,0.9142323517203375,1.0110663810488867,1.0352019344318144
2024-03-16,0.9217464503149353,1.0177570784414236,1.0409423793573944
2024-03-17,0.9225488035765238,1.0178629405813586,1.0434288954351274
